,Nome,GP,STD,Mean,Titolare,Squadra
0,ABATE,23,0.7977460838069023,5.765217391304349,0.6052631578947368,Milan
1,ACERBI,38,1.3595343734749883,6.474736842105264,1.0,Sassuolo
2,ACOSTY,8,0.46033954859429577,5.70625,0.21052631578947367,Crotone
3,ACQUAH,16,1.5641888206564663,6.1825,0.42105263157894735,Torino
4,ADJAPONG,6,1.6566230711903052,5.95,0.15789473684210525,Sassuolo
5,ADNAN,14,0.6190528035849394,5.524285714285716,0.3684210526315789,Udinese
6,AJETI,4,2.0232214411675256,6.1525,0.10526315789473684,Torino
7,ALBIOL,26,0.5696752111105469,6.0853846153846165,0.6842105263157895,Napoli
8,ALEESAMI,31,1.1296809902733365,5.785161290322581,0.8157894736842105,Palermo
9,ALEX SANDRO,26,1.5820358840625388,6.618461538461539,0.6842105263157895,Juventus
10,ALLAN,28,0.9559208419553663,6.199285714285715,0.7368421052631579,Napoli
11,ALVAREZ R,17,1.4723285878458772,6.17529411764706,0.4473684210526316,Sampdoria
12,ANDELKOVIC,21,0.8481680538779138,5.76761904761905,0.5526315789473685,Palermo
13,ANDREOLLI,4,2.1494708651200645,6.8975,0.10526315789473684,Inter
14,ANGELLA,13,1.637577557372553,6.134615384615385,0.34210526315789475,Udinese
15,ANSALDI,21,0.9136217827442393,5.550476190476191,0.5526315789473685,Inter
16,ANTEI,14,1.1563016546228397,5.777857142857143,0.3684210526315789,Sassuolo
17,ANTONELLI,6,0.37119626434901876,6.113333333333333,0.15789473684210525,Milan
18,AQUILANI,23,1.117730266484987,5.718695652173914,0.6052631578947368,Sassuolo
19,ARMERO,2,0.0,5.02,0.05263157894736842,Udinese
20,ASAMOAH,17,0.8059767548830207,6.141176470588237,0.4473684210526316,Juventus
21,ASTORI,33,1.2655631157709992,5.95,0.868421052631579,Fiorentina
22,AVELAR,3,0.7606795207795023,5.6866666666666665,0.07894736842105263,Torino
23,BABACAR,20,2.8354453377129123,7.698499999999998,0.5263157894736842,Fiorentina
24,BACCA,30,3.095659846471745,7.192666666666668,0.7894736842105263,Milan
25,BADELJ,32,1.4914334682856558,6.165625000000001,0.8421052631578947,Fiorentina
26,BADU,28,0.7440426539516877,6.149285714285715,0.7368421052631579,Udinese
