,Id,R,Nome,Squadra,Qt. A,Qt. I,Diff.,Tit
448,2317,A,BRIGNOLA,Sassuolo,9,9,0,0.6
449,2832,T;A,BOGA,Sassuolo,8,8,0,0.55
450,789,Pc,TROTTA,Sassuolo,8,8,0,0.3
451,2355,Dc,MARLON,Sassuolo,8,8,0,0.8
452,1895,Dc,FERRARI G,Sassuolo,8,8,0,
453,1978,M;C,SENSI,Sassuolo,7,7,0,0.7
454,827,M;C,LOCATELLI M,Sassuolo,7,7,0,
455,2594,Dc,LEMOS,Sassuolo,7,7,0,0.65
456,2006,Dd;E,LIROLA,Sassuolo,6,6,0,0.8
457,1995,T,DJURICIC,Sassuolo,5,5,0,0.55
458,528,M;C,MAGNANELLI,Sassuolo,5,5,0,0.6
459,517,Ds;Dc,DELL'ORCO,Sassuolo,5,5,0,0.55
460,2825,C,BOURABIA,Sassuolo,5,5,0,0.5
461,2318,Ds;E,ROGERIO,Sassuolo,4,4,0,0.8
462,521,Ds;Dc,PELUSO,Sassuolo,4,4,0,0.45
463,380,Pc,MATRI,Sassuolo,3,3,0,0.3
464,824,Dd;E,ADJAPONG,Sassuolo,3,3,0,0.6
465,2769,Dc,MAGNANI,Sassuolo,2,2,0,0.55
466,510,Por,PEGOLO,Sassuolo,1,1,0,0.3
467,2127,Por,SATALINO,Sassuolo,1,1,0,0.3
468,2765,Pc,ODGAARD,Sassuolo,1,1,0,0.2
469,2137,Pc,SCAMACCA,Sassuolo,1,1,0,0.3
470,2847,Dd;Ds;Dc,SERNICOLA,Sassuolo,1,1,0,
471,2267,Pc,ANTENUCCI,SPAL,24,24,0,0.9
472,383,Pc,PETAGNA,SPAL,14,14,0,0.85
473,126,Pc,PALOSCHI,SPAL,12,12,0,0.55
474,2263,E,LAZZARI M,SPAL,12,12,0,
475,631,M;C,VIVIANI,SPAL,10,10,0,0.75
476,780,Dc,CIONEK,SPAL,9,9,0,0.65
477,28,C;T,KURTIC,SPAL,9,9,0,0.9
478,2170,Por,MILINKOVIC-SAVIC V,SPAL,8,8,0,
479,2831,Dc,DJOUROU,SPAL,8,8,0,0.7
480,2652,M;C,EVERTON LUIZ,SPAL,7,7,0,0.5
481,633,E,FARES,SPAL,6,6,0,0.65
482,708,Dc,FELIPE,SPAL,6,6,0,0.75
483,529,C,MISSIROLI,SPAL,6,6,0,0.6
484,533,Pc,FLOCCARI,SPAL,5,5,0,0.4
485,2274,C;T,VALOTI,SPAL,5,5,0,0.55
486,817,Ds;E,COSTA F,SPAL,4,4,0,
487,2261,Dc,VICARI,SPAL,4,4,0,0.8
488,2853,Pc,MONCINI,SPAL,3,3,0,0.45
489,2192,Dc,BONIFAZI,SPAL,3,3,0,0.7
490,2265,C,SCHIATTARELLA,SPAL,3,3,0,0.75
491,2787,Dd;E,DICKMANN,SPAL,2,2,0,0.45
492,2129,Dc,SIMIC L,SPAL,2,2,0,
493,405,C,VALDIFIORI,SPAL,2,2,0,0.55
494,540,Por,GOMIS A,SPAL,1,1,0,
495,2256,Por,POLUZZI,SPAL,1,1,0,0.1
496,2850,E;C,KATUMA,SPAL,1,1,0,
497,726,C,VITALE,SPAL,1,1,0,0.3
498,441,Pc,BELOTTI,Torino,29,29,0,0.9
499,475,A,IAGO FALQUE,Torino,26,26,0,0.9
500,315,Pc,ZAZA,Torino,22,22,0,0.6
501,478,T;A,LJAJIC,Torino,16,16,0,0.7
502,487,Dd;E,DE SILVESTRI,Torino,14,14,0,0.85
503,706,Dd;Ds;E,ANSALDI,Torino,12,12,0,0.8
504,2288,Dc,N'KOULOU,Torino,12,12,0,
505,2625,C;T,SORIANO,Torino,12,12,0,0.7
506,382,A,NIANG,Torino,12,12,0,0.45
507,2179,Por,SIRIGU,Torino,11,11,0,0.9
508,226,Dd;Dc,IZZO,Torino,10,10,0,0.9
509,556,C,BASELLI,Torino,9,9,0,0.85
510,238,M;C,RINCON,Torino,8,8,0,0.7
511,1982,W;A,PARIGINI,Torino,7,7,0,0.1
512,2171,Dc,LYANCO,Torino,6,6,0,0.55
513,2205,W,BERENGUER,Torino,5,5,0,
514,2869,Ds;Dc,DJIDJI,Torino,5,5,0,0.55
515,2865,Dd;Ds;E,AINA,Torino,4,4,0,0.45
516,2788,Dc,BREMER,Torino,4,4,0,0.55
517,1839,A,EDERA,Torino,4,4,0,0.5
518,2789,M;C,MEITE',Torino,3,3,0,
519,552,Ds;Dc,MORETTI,Torino,3,3,0,0.55
520,2009,C,LUKIC,Torino,2,2,0,0.45
521,542,Por,ICHAZO,Torino,1,1,0,0.3
522,2790,Por,ROSATI,Torino,1,1,0,0.1
523,2849,Pc,DAMASCAN,Torino,1,1,0,0.1
524,90,Pc,LASAGNA,Udinese,22,22,0,0.9
525,1996,W;T,DE PAUL,Udinese,17,17,0,0.85
526,2172,C;T,BARAK,Udinese,15,15,0,0.85
527,2826,W;A,PUSSETTO,Udinese,14,14,0,0.6
528,2827,A,MACHIS,Udinese,12,12,0,0.65
529,2873,Pc,TEODORCZYK,Udinese,11,11,0,0.8
530,1933,M;C,MANDRAGORA,Udinese,11,11,0,0.9
531,1986,M;C,FOFANA,Udinese,10,10,0,0.75
532,2791,Pc,VIZEU,Udinese,9,9,0,0.55
533,2792,Por,MUSSO,Udinese,8,8,0,0.75
534,790,Ds;Dc,SAMIR,Udinese,7,7,0,0.9
535,2315,Dd;Dc,STRYGER LARSEN,Udinese,7,7,0,0.85
536,589,M;C,BADU,Udinese,5,5,0,0.5
537,770,Ds;E,PEZZELLA GIU,Udinese,5,5,0,
538,2280,Dc,NUYTINCK,Udinese,5,5,0,0.65
539,2302,M;C,BEHRAMI,Udinese,4,4,0,0.7
540,21,W,D'ALESSANDRO,Udinese,3,3,0,0.55
541,2795,Dd;E,TER AVEST,Udinese,3,3,0,0.45
542,1984,Dc,ANGELLA,Udinese,3,3,0,
543,2793,Dc,OPOKU,Udinese,3,3,0,0.45
544,2870,Dc,TROOST-EKONG,Udinese,3,3,0,0.9
545,813,C,BALIC,Udinese,3,3,0,0.45
546,2271,Por,NICOLAS,Udinese,1,1,0,0.5
547,574,Por,SCUFFET,Udinese,1,1,0,0.35
548,599,M;C,PONTISSO,Udinese,1,1,0,0.1
549,587,Dc,WAGUE,Udinese,1,1,0,0.45
550,2191,C;W,INGELSSON,Udinese,1,1,0,0.45
551,2144,C,COULIBALY,Udinese,1,1,0,0.45
552,2794,A,MICIN,Udinese,1,1,0,0.2
