,Nome,GP,STD,Mean,Titolare,Squadra
0,ABATE,26,0.946871447695799,6.1584615384615375,0.6842105263157895,Milan
1,ACERBI,36,1.2352752729655039,6.664166666666666,0.9473684210526315,Sassuolo
2,ACQUAFRESCA,4,0.2944486372867095,5.275,0.10526315789473684,Bologna
3,ACQUAH,29,1.493965282732451,6.145862068965518,0.7631578947368421,Torino
4,ADNAN,28,0.8516522224103615,6.076785714285713,0.7368421052631579,Udinese
5,AGUIRRE,9,0.672904153650429,5.796666666666666,0.23684210526315788,Udinese
6,AJETI,15,1.460466983373404,5.689333333333335,0.39473684210526316,Frosinone
7,ALASTRA,2,3.910300499961608,3.275,0.05263157894736842,Palermo
8,ALBERTAZZI,10,0.6297627419204085,5.723,0.2631578947368421,Verona
9,ALBIOL,36,0.973946154112799,6.0505555555555555,0.9473684210526315,Napoli
10,ALEX,25,1.3701846590879643,6.363200000000001,0.6578947368421053,Milan
11,ALEX SANDRO,19,1.4912865829593651,6.756315789473683,0.5,Juventus
12,ALLAN,35,1.3478241413353549,6.7522857142857164,0.9210526315789473,Napoli
13,ALVAREZ R,13,1.3343249517726472,6.2530769230769225,0.34210526315789475,Sampdoria
14,ANDELKOVIC,22,1.0432023831075214,5.499545454545456,0.5789473684210527,Palermo
15,ANSALDI,24,1.2635089597246032,6.12875,0.631578947368421,Genoa
16,ANTEI,5,0.7698376452213805,5.83,0.13157894736842105,Sassuolo
17,ANTONELLI,28,1.5633512284487012,6.506785714285713,0.7368421052631579,Milan
18,ARIAUDO,8,0.534600986050077,5.836249999999999,0.21052631578947367,Empoli
19,ARMERO,5,1.7684880548084003,6.5200000000000005,0.13157894736842105,Udinese
20,ASAMOAH,8,0.647366919583808,6.393749999999999,0.21052631578947367,Juventus
21,ASTORI,33,0.7183248083583291,5.8103030303030305,0.868421052631579,Fiorentina
22,AVELAR,5,0.9677964662055755,6.114,0.13157894736842105,Torino
23,BABACAR,14,2.4607056970455705,7.345714285714286,0.3684210526315789,Fiorentina
24,BACCA,37,2.686235015511219,7.645675675675675,0.9736842105263158,Milan
25,BADELJ,27,1.184464729384837,6.044814814814815,0.7105263157894737,Fiorentina
26,BADU,33,1.6935447851751482,6.492424242424242,0.868421052631579,Udinese
27,BALOTELLI ,15,1.3066307089318734,5.858666666666668,0.39473684210526316,Milan
28,BARBA,10,0.4941839513559478,5.568,0.2631578947368421,Empoli
29,BARDI,2,0.7071067811865476,6.53,0.05263157894736842,Frosinone
30,BARZAGLI,31,1.0480495966266326,6.392903225806452,0.8157894736842105,Juventus
31,BASELLI,33,1.4073018456779216,6.572121212121212,0.868421052631579,Torino
32,BASTA,22,0.5506440542300212,5.707727272727273,0.5789473684210527,Lazio
33,BELEC,30,1.9232503617633843,4.873333333333332,0.7894736842105263,Carpi
34,BELLINI,15,0.9517067375435115,5.888000000000001,0.39473684210526316,Atalanta
35,BELOTTI,34,2.6856292975218428,7.317941176470589,0.8947368421052632,Torino
36,BENASSI,28,1.4155965612909016,6.361071428571429,0.7368421052631579,Torino
37,BENUSSI,4,1.234271039925996,5.012499999999999,0.10526315789473684,Carpi
38,BERARDI,27,2.1169628973678094,6.856296296296296,0.7105263157894737,Sassuolo
39,BERNARDESCHI,33,1.45565264442178,6.329393939393939,0.868421052631579,Fiorentina
40,BERTOLACCI,25,1.136217848830056,5.8192,0.6578947368421053,Milan
41,BERTONCINI,5,0.8361040605092169,5.318,0.13157894736842105,Frosinone
42,BIABIANY,17,1.5924474781254907,6.374705882352941,0.4473684210526316,Inter
43,BIANCHETTI,20,0.8758290808984183,5.7235000000000005,0.5263157894736842,Verona
44,BIANCO,26,0.9837028944835857,6.04076923076923,0.6842105263157895,Carpi
45,BIGLIA,27,1.3049960976243626,6.600740740740742,0.7105263157894737,Lazio
46,BIONDINI,19,0.39711312041955593,5.918947368421055,0.5,Sassuolo
47,BIRSA,35,1.9879122953786583,6.824,0.9210526315789473,Chievo
48,BISEVAC,10,1.6556314673125645,5.974,0.2631578947368421,Lazio
