;Id;R;Nome;Squadra;Qt. A;Qt. I;Diff.;Tit
45;531;A;BERARDI;Sassuolo;17;17;0;0.85
60;771;"T;A";BOATENG;Sassuolo;18;18;0;0.9
61;2832;"T;A";BOGA;Sassuolo;8;8;0;0.55
68;2825;C;BOURABIA;Sassuolo;5;5;0;0
94;2213;C;CASSATA;Sassuolo;2;2;0;0.45
115;509;Por;CONSIGLI;Sassuolo;9;9;0;0.9
147;517;"Ds;Dc";DELL'ORCO;Sassuolo;5;5;0;0.5
153;1857;"W;A";DI FRANCESCO F;Sassuolo;16;16;0;0.8
167;1995;T;DJURICIC;Sassuolo;5;5;0;0.75
173;526;"M;C";DUNCAN;Sassuolo;9;9;0;0.75
195;1895;Dc;FERRARI G;Sassuolo;8;8;0;0.9
200;2848;C;FRATTESI;Sassuolo;1;1;0;0.3
293;2594;Dc;LEMOS;Sassuolo;7;7;0;0.5
294;2015;"Dd;Dc";LETSCHERT;Sassuolo;3;3;0;0.3
297;2006;"Dd;E";LIROLA;Sassuolo;6;6;0;0.85
312;528;"M;C";MAGNANELLI;Sassuolo;5;5;0;0.85
313;2769;Dc;MAGNANI;Sassuolo;2;2;0;0
329;380;Pc;MATRI;Sassuolo;3;3;0;0.55
349;529;C;MISSIROLI;Sassuolo;6;6;0;0.85
367;2765;Pc;ODGAARD;Sassuolo;1;1;0;0
393;510;Por;PEGOLO;Sassuolo;1;1;0;0.3
397;521;"Ds;Dc";PELUSO;Sassuolo;4;4;0;0.7
432;2073;A;RAGUSA;Sassuolo;2;2;0;0
440;2013;A;RICCI;Sassuolo;2;2;0;0
448;2318;"Ds;E";ROGERIO;Sassuolo;4;4;0;0.45
468;2127;Por;SATALINO;Sassuolo;1;1;0;0
470;2137;Pc;SCAMACCA;Sassuolo;1;1;0;0.3
477;1978;"M;C";SENSI;Sassuolo;7;7;0;0.65
479;2847;"Dd;Ds;Dc";SERNICOLA;Sassuolo;1;1;0;0
516;789;Pc;TROTTA;Sassuolo;8;8;0;0.65
13;2267;Pc;ANTENUCCI;SPAL;24;24;0;0.9
111;780;Dc;CIONEK;SPAL;9;9;0;0.5
120;817;"Ds;E";COSTA F;SPAL;4;4;0;0.7
158;2787;"Dd;E";DICKMANN;SPAL;2;2;0;0
166;2831;Dc;DJOUROU;SPAL;8;8;0;0.8
182;2652;"M;C";EVERTON LUIZ;SPAL;7;7;0;0.6
189;633;E;FARES;SPAL;6;6;0;0.8
193;708;Dc;FELIPE;SPAL;6;6;0;0.85
196;533;Pc;FLOCCARI;SPAL;5;5;0;0.45
220;540;Por;GOMIS A;SPAL;1;1;0;0.3
265;2850;"E;C";KATUMA;SPAL;1;1;0;0
273;2216;"Ds;E";KONATE;SPAL;1;1;0;0.35
283;28;"C;T";KURTIC;SPAL;9;9;0;0.9
292;2263;E;LAZZARI M;SPAL;12;12;0;0.9
345;2170;Por;MILINKOVIC-SAVIC V;SPAL;8;8;0;0.3
351;2853;Pc;MONCINI;SPAL;3;3;0;0.5
381;126;Pc;PALOSCHI;SPAL;12;12;0;0.6
404;383;Pc;PETAGNA;SPAL;14;14;0;0.85
417;2256;Por;POLUZZI;SPAL;1;1;0;0
459;491;Dc;SALAMON;SPAL;4;4;0;0.6
472;2265;C;SCHIATTARELLA;SPAL;3;3;0;0.75
520;2212;Dc;VAISANEN;SPAL;2;2;0;0.35
523;2274;"C;T";VALOTI;SPAL;5;5;0;0.6
533;2261;Dc;VICARI;SPAL;4;4;0;0.9
536;726;C;VITALE;SPAL;1;1;0;0.3
538;631;"M;C";VIVIANI;SPAL;10;10;0;0.9
2;555;"M;C";ACQUAH;Torino;4;4;0;0.55
12;706;"Dd;Ds;E";ANSALDI;Torino;12;12;0;0.85
32;556;C;BASELLI;Torino;9;9;0;0.9
40;441;Pc;BELOTTI;Torino;29;29;0;0.9
46;2205;W;BERENGUER;Torino;5;5;0;0.55
63;2192;Dc;BONIFAZI;Torino;3;3;0;0.5
69;2788;Dc;BREMER;Torino;4;4;0;0
136;2849;Pc;DAMASCAN;Torino;1;1;0;0
143;487;"Dd;E";DE SILVESTRI;Torino;14;14;0;0.85
178;1839;A;EDERA;Torino;4;4;0;0.45
244;475;A;IAGO FALQUE;Torino;26;26;0;0.9
246;542;Por;ICHAZO;Torino;1;1;0;0
254;226;"Dd;Dc";IZZO;Torino;10;10;0;0.9
298;478;"T;A";LJAJIC;Torino;16;16;0;0.8
306;2009;C;LUKIC;Torino;2;2;0;0
309;2171;Dc;LYANCO;Torino;6;6;0;0
338;2789;"M;C";MEITE';Torino;3;3;0;0.65
353;552;"Ds;Dc";MORETTI;Torino;3;3;0;0.55
360;2288;Dc;N'KOULOU;Torino;12;12;0;0.9
363;382;A;NIANG;Torino;12;12;0;0.65
366;560;"E;M";OBI;Torino;6;6;0;0.6
383;1982;"W;A";PARIGINI;Torino;7;7;0;0.45
443;238;"M;C";RINCON;Torino;8;8;0;0.9
453;2790;Por;ROSATI;Torino;1;1;0;0
485;2179;Por;SIRIGU;Torino;11;11;0;0.9
521;405;C;VALDIFIORI;Torino;2;2;0;0.45
4;575;"Ds;E";ADNAN;Udinese;3;3;0;0.75
11;1984;Dc;ANGELLA;Udinese;3;3;0;0
21;589;"M;C";BADU;Udinese;5;5;0;0
22;813;C;BALIC;Udinese;3;3;0;0.45
24;2172;"C;T";BARAK;Udinese;15;15;0;0.85
38;2302;"M;C";BEHRAMI;Udinese;4;4;0;0.75
67;2331;Por;BORSELLINI;Udinese;1;1;0;0
121;2144;C;COULIBALY;Udinese;1;1;0;0
137;578;Dc;DANILO;Udinese;8;8;0;0.9
139;1996;"W;T";DE PAUL;Udinese;17;17;0;0.85
183;1988;A;EWANDRO;Udinese;4;4;0;0
198;1986;"M;C";FOFANA;Udinese;10;10;0;0.7
230;626;"M;C";HALLFREDSSON;Udinese;4;4;0;0.75
238;583;Dc;HEURTAUX;Udinese;2;2;0;0.45
250;2191;"C;W";INGELSSON;Udinese;1;1;0;0.45
288;90;Pc;LASAGNA;Udinese;22;22;0;0.9
311;2827;A;MACHIS;Udinese;12;12;0;0.65
318;1933;"M;C";MANDRAGORA;Udinese;11;11;0;0.9
341;2794;A;MICIN;Udinese;1;1;0;0.4
359;2792;Por;MUSSO;Udinese;8;8;0;0.8
365;2280;Dc;NUYTINCK;Udinese;5;5;0;0.9
372;2793;Dc;OPOKU;Udinese;3;3;0;0
407;770;"Ds;E";PEZZELLA GIU;Udinese;5;5;0;0.5
418;599;"M;C";PONTISSO;Udinese;1;1;0;0.3
424;2826;"W;A";PUSSETTO;Udinese;14;14;0;0.75
461;790;"Ds;Dc";SAMIR;Udinese;7;7;0;0.85
475;574;Por;SCUFFET;Udinese;1;1;0;0.4
501;2315;"Dd;Dc";STRYGER LARSEN;Udinese;7;7;0;0.85
508;2795;"Dd;E";TER AVEST;Udinese;3;3;0;0
539;2791;Pc;VIZEU;Udinese;9;9;0;0.75
542;587;Dc;WAGUE;Udinese;1;1;0;0
