,Nome,GP,STD,Mean,Titolare,Squadra
130,CROCIATA,9,1.2527746981977423,6.277777777777778,0.23684210526315788,Crotone
131,CUADRADO,20,1.809877867353718,7.275,0.5263157894736842,Juventus
132,CUTRONE,26,2.9729550179007984,7.461538461538462,0.6842105263157895,Milan
133,D'ALESSANDRO,15,1.1474609652039005,6.433333333333334,0.39473684210526316,Benevento
134,D'AMBROSIO,34,1.2869321255995507,6.132352941176471,0.8947368421052632,Inter
135,DA COSTA,4,1.25,5.125,0.10526315789473684,Bologna
136,DABO,10,1.7646214576755235,6.15,0.2631578947368421,Fiorentina
137,DAINELLI,19,0.8481145238787243,5.947368421052632,0.5,Chievo
138,DALBERT,11,0.4622081388685877,5.681818181818182,0.2894736842105263,Inter
139,DANILO,32,0.8517948318015736,5.734375,0.8421052631578947,Udinese
140,DANZI,5,0.5700877125495689,5.3,0.13157894736842105,Verona
141,DE MAIO,25,1.2583057392117918,5.9,0.6578947368421053,Bologna
142,DE PAUL,35,1.536256499941805,6.414285714285715,0.9210526315789473,Udinese
143,DE ROON,33,1.2854812799928754,6.106060606060606,0.868421052631579,Atalanta
144,DE ROSSI,21,1.2105685401810964,5.904761904761905,0.5526315789473685,Roma
145,DE SCIGLIO,12,1.1306675421666135,6.625,0.3157894736842105,Juventus
146,DE SILVESTRI,35,1.6515844188042506,6.514285714285714,0.9210526315789473,Torino
147,DE VRIJ,36,1.4994046437550757,6.791666666666667,0.9473684210526315,Lazio
148,DEFREL,12,0.9876126709792599,5.708333333333333,0.3157894736842105,Roma
149,DEIOLA,9,0.565194165260439,5.777777777777778,0.23684210526315788,Cagliari
150,DEL PINTO,11,0.6640098575390961,5.409090909090909,0.2894736842105263,Benevento
151,DELL'ORCO,7,0.607492896293956,6.071428571428571,0.18421052631578946,Sassuolo
152,DEPAOLI,19,0.5580354010024183,5.684210526315789,0.5,Chievo
153,DESSENA,10,0.39440531887330776,5.6,0.2631578947368421,Cagliari
154,DESTRO,25,2.515452245621053,6.66,0.6578947368421053,Bologna
155,DI CHIARA,12,0.6154574548966636,5.166666666666667,0.3157894736842105,Benevento
156,DI FRANCESCO F,22,1.1415035273840826,6.2272727272727275,0.5789473684210527,Bologna
157,DIABATE',10,4.144608277965214,8.7,0.2631578947368421,Benevento
158,DIAWARA,14,1.3931740974960976,6.464285714285714,0.3684210526315789,Napoli
159,DJIMSITI,30,0.8193072487266861,5.533333333333333,0.7894736842105263,Benevento
160,DJURICIC,15,0.8549575316659775,5.966666666666667,0.39473684210526316,Benevento
161,DONNARUMMA G,38,1.2754521135202832,4.9605263157894735,1.0,Milan
162,DONSAH,25,1.5392097539538485,6.34,0.6578947368421053,Bologna
163,DOUGLAS COSTA,31,1.5857225889266566,7.241935483870968,0.8157894736842105,Juventus
164,DRAGOWSKI,3,2.3094010767585034,2.8333333333333335,0.07894736842105263,Fiorentina
165,DRAME',2,0.7071067811865476,5.5,0.05263157894736842,SPAL
166,DUNCAN,26,0.6961432213383857,5.730769230769231,0.6842105263157895,Sassuolo
167,DYBALA,33,4.08439612019533,8.666666666666666,0.868421052631579,Juventus
168,DZEKO,36,3.15357569792445,7.680555555555555,0.9473684210526315,Roma
169,DZEMAILI,15,1.1094829340518857,5.966666666666667,0.39473684210526316,Bologna
170,EDER,18,1.3958973500099159,6.416666666666667,0.47368421052631576,Inter
171,EDERA,7,1.4679107277903192,6.785714285714286,0.18421052631578946,Torino
172,EL SHAARAWY,32,2.334005279591563,6.8125,0.8421052631578947,Roma
173,EL YAMIQ,4,0.75,5.625,0.10526315789473684,Genoa
174,EVERTON LUIZ,9,0.6972166887783964,5.611111111111111,0.23684210526315788,SPAL
175,EYSSERIC,15,1.2705454396776663,6.1,0.39473684210526316,Fiorentina
176,FALCINELLI,29,1.360509177357829,5.879310344827586,0.7631578947368421,Fiorentina
177,FALLETTI,10,1.4529663145135578,6.0,0.2631578947368421,Bologna
178,FARAGO',7,2.0586634591635513,7.714285714285714,0.18421052631578946,Cagliari
179,FARAONI,24,1.3160106602801567,6.166666666666667,0.631578947368421,Crotone
180,FARES,30,0.6242236557627348,5.2,0.7894736842105263,Verona
181,FARIAS,26,1.1833784751230756,5.903846153846154,0.6842105263157895,Cagliari
182,FAZIO,33,1.2749405809089633,6.287878787878788,0.868421052631579,Roma
183,FELICIOLI,4,0.47871355387816905,5.625,0.10526315789473684,Verona
184,FELIPE,30,1.3625744733416587,5.783333333333333,0.7894736842105263,SPAL
185,FELIPE ANDERSON,21,1.7650711573407434,7.261904761904762,0.5526315789473685,Lazio
186,FERRARI A,25,1.176860229593982,5.48,0.6578947368421053,Verona
187,FERRARI G,30,1.5124958440144287,5.883333333333334,0.7894736842105263,Sampdoria
188,FLOCCARI,16,2.344319375284292,6.5625,0.42105263157894735,SPAL
189,FLORENZI,31,1.1230718243196405,6.193548387096774,0.8157894736842105,Roma
190,FOFANA,27,1.614790964041432,5.87037037037037,0.7105263157894737,Udinese
191,FOSSATI,16,0.4425306015783918,5.3125,0.42105263157894735,Verona
192,FREULER,35,1.8082444246173315,6.628571428571429,0.9210526315789473,Atalanta
193,GAGLIARDINI,28,0.5156287578025647,5.607142857142857,0.7368421052631579,Inter
194,GALABINOV,19,1.6605149627511544,6.421052631578948,0.5,Genoa
195,GAMBERINI,23,0.6541143727577168,5.717391304347826,0.6052631578947368,Chievo
196,GARRITANO,8,0.4172614801981401,5.9375,0.21052631578947367,Chievo
197,GASPAR B,12,0.9847319278346619,5.833333333333333,0.3157894736842105,Fiorentina
198,GAZZOLA,9,0.3632415786283894,5.722222222222222,0.23684210526315788,Sassuolo
199,GENTILETTI,4,0.9128709291752769,5.0,0.10526315789473684,Genoa
200,GERSON,18,1.8884322785284717,6.25,0.47368421052631576,Roma
201,GHOULAM,11,2.2673572922918637,7.409090909090909,0.2894736842105263,Napoli
202,GIACCHERINI,16,1.66332999331662,6.5,0.42105263157894735,Chievo
203,GIANNETTI,4,0.6291528696058958,5.125,0.10526315789473684,Cagliari
204,GIL DIAS,24,1.1700907310292563,6.104166666666667,0.631578947368421,Fiorentina
205,GOBBI,24,0.9185586535436918,5.6875,0.631578947368421,Chievo
206,GOLDANIGA,13,1.4455945454184551,5.884615384615385,0.34210526315789475,Sassuolo
207,GOLLINI,7,1.0,5.5,0.18421052631578946,Atalanta
208,GOMEZ A,33,1.711563833917905,7.015151515151516,0.868421052631579,Atalanta
209,GOMIS A,25,1.6985287751463027,4.52,0.6578947368421053,SPAL
210,GONALONS,13,0.6253204306798563,5.846153846153846,0.34210526315789475,Roma
211,GONZALEZ G,22,1.0035111519234015,5.431818181818182,0.5789473684210527,Bologna
212,GOSENS,20,1.164157703189193,6.25,0.5263157894736842,Atalanta
213,GRASSI,28,1.51742524200679,6.446428571428571,0.7368421052631579,SPAL
214,GRAVILLON,2,0.3535533905932738,5.75,0.05263157894736842,Benevento
215,GUILHERME,12,1.4847711791873706,6.75,0.3157894736842105,Benevento
216,GUSTAFSON,4,0.28867513459481287,5.75,0.10526315789473684,Torino
217,GYAMFI,7,0.5,5.5,0.18421052631578946,Benevento
218,HAAS,6,0.408248290463863,5.666666666666667,0.15789473684210525,Atalanta
219,HALLFREDSSON,16,0.8266397845091497,5.625,0.42105263157894735,Udinese
220,HAMSIK,38,1.896316711338399,6.657894736842105,1.0,Napoli
221,HAN,5,0.5700877125495689,5.7,0.13157894736842105,Cagliari
222,HANDANOVIC,38,1.1624763874381927,5.5,1.0,Inter
223,HATEBOER,32,0.4464804117366361,5.953125,0.8421052631578947,Atalanta
224,HECTOR MORENO,4,0.408248290463863,6.0,0.10526315789473684,Roma
225,HELANDER,28,0.6009252125773316,5.75,0.7368421052631579,Bologna
226,HETEMAJ,32,1.5390580225495702,6.203125,0.8421052631578947,Chievo
227,HEURTAUX,17,0.8972998711821647,5.352941176470588,0.4473684210526316,Verona
228,HIGUAIN,33,3.0797481203579755,7.712121212121212,0.868421052631579,Juventus
229,HILJEMARK,15,0.9611501047232549,6.066666666666666,0.39473684210526316,Genoa
230,HOWEDES,3,1.8929694486000912,6.833333333333333,0.07894736842105263,Juventus
231,HYSAJ,35,0.6357685747756561,5.914285714285715,0.9210526315789473,Napoli
232,IAGO FALQUE,36,2.470902090908732,7.458333333333333,0.9473684210526315,Torino
233,ICARDI,34,4.248833330483996,8.911764705882353,0.8947368421052632,Inter
234,IEMMELLO,15,1.6057930839841816,6.1,0.39473684210526316,Benevento
235,ILICIC,31,2.6818786546522886,7.67741935483871,0.8157894736842105,Atalanta
236,IMMOBILE,33,4.658712105812988,9.287878787878787,0.868421052631579,Lazio
237,INGELSSON,5,1.823458252881047,6.3,0.13157894736842105,Udinese
238,INGLESE,33,2.704513623443953,7.075757575757576,0.868421052631579,Chievo
239,INSIGNE,37,2.00506116372301,7.202702702702703,0.9736842105263158,Napoli
240,IONITA,35,0.4750055284950274,5.728571428571429,0.9210526315789473,Cagliari
241,IZCO,3,0.28867513459481287,5.333333333333333,0.07894736842105263,Crotone
242,IZZO,16,1.1086778913041726,6.0625,0.42105263157894735,Genoa
243,JANKTO,36,1.8965298301965612,6.444444444444445,0.9473684210526315,Udinese
244,JAROSZYNSKI,10,0.7453559924999299,5.5,0.2631578947368421,Chievo
245,JOAO MARIO,12,0.7784989441615229,6.166666666666667,0.3157894736842105,Inter
246,JOAO PEDRO,22,1.8558728591323463,6.295454545454546,0.5789473684210527,Cagliari
247,JORGINHO,32,1.0506334494776426,6.15625,0.8421052631578947,Napoli
248,JUAN JESUS,20,0.8626001086067756,5.575,0.5263157894736842,Roma
249,KALINIC,30,2.276882825772739,6.383333333333334,0.7894736842105263,Milan
250,KARAMOH,11,1.7786613965666325,6.318181818181818,0.2894736842105263,Inter
251,KEAN,19,2.3591925469711477,6.2368421052631575,0.5,Verona
252,KEITA C,2,0.3535533905932738,5.25,0.05263157894736842,Bologna
253,KESSIE',37,1.8463908468033412,6.202702702702703,0.9736842105263158,Milan
254,KHEDIRA,26,3.196151531981019,7.346153846153846,0.6842105263157895,Juventus
255,KOLAROV,35,1.5046147501000005,6.671428571428572,0.9210526315789473,Roma
256,KOULIBALY,35,1.8354584067815893,6.685714285714286,0.9210526315789473,Napoli
257,KOWNACKI,20,1.7733405882980469,6.75,0.5263157894736842,Sampdoria
258,KRAFTH,12,0.37688918072220456,5.375,0.3157894736842105,Bologna
259,KRAGL,3,0.28867513459481287,5.666666666666667,0.07894736842105263,Crotone
260,KREJCI,8,0.4172614801981401,5.5625,0.21052631578947367,Bologna
261,KURTIC,29,1.4272161058535886,5.913793103448276,0.7631578947368421,SPAL
262,LAPADULA,26,1.6417626550097355,6.346153846153846,0.6842105263157895,Genoa
263,LASAGNA,29,2.373524950291269,7.482758620689655,0.7631578947368421,Udinese
264,LAURINI,21,0.6248809410409238,5.738095238095238,0.5526315789473685,Fiorentina
265,LAXALT,32,1.5566422455545659,6.359375,0.8421052631578947,Genoa
266,LAZAAR,7,1.3844373104863459,6.0,0.18421052631578946,Benevento
267,LAZOVIC,19,0.5645471196387398,5.973684210526316,0.5,Genoa
268,LAZZARI M,35,1.0933335041333474,6.285714285714286,0.9210526315789473,SPAL
269,LEE,12,1.2515142343528813,5.791666666666667,0.3157894736842105,Verona
270,LEMOS,8,2.2795676281761352,6.125,0.21052631578947367,Sassuolo
271,LERIS,2,0.7071067811865476,5.5,0.05263157894736842,Chievo
272,LETIZIA,28,1.1344765475923408,5.75,0.7368421052631579,Benevento
273,LETSCHERT,6,0.2041241452319315,5.916666666666667,0.15789473684210525,Sassuolo
274,LICHTSTEINER,24,0.7058246282166,5.708333333333333,0.631578947368421,Juventus
275,LINETTY,28,1.3892063129334606,6.321428571428571,0.7368421052631579,Sampdoria
276,LIROLA,24,0.569451808600904,5.791666666666667,0.631578947368421,Sassuolo
277,LJAJIC,27,1.7628243978201166,7.37037037037037,0.7105263157894737,Torino
278,LO FASO,2,0.0,6.0,0.05263157894736842,Fiorentina
279,LOCATELLI M,15,0.49280538030458115,5.8,0.39473684210526316,Milan
280,LOMBARDI,17,0.7524469885568253,5.735294117647059,0.4473684210526316,Benevento
281,LUCAS LEIVA,36,1.0495652917219118,6.388888888888889,0.9473684210526315,Lazio
282,LUCIONI,8,1.0690449676496976,5.75,0.21052631578947367,Benevento
283,LUIS ALBERTO,34,2.7909964742136606,7.705882352941177,0.8947368421052632,Lazio
284,LUIZ FELIPE,17,0.7487735069471156,5.676470588235294,0.4473684210526316,Lazio
285,LUKAKU J,30,1.1576829812420457,6.266666666666667,0.7894736842105263,Lazio
286,LULIC,35,1.582865182153537,6.242857142857143,0.9210526315789473,Lazio
287,LYANCO,4,0.7071067811865476,6.0,0.10526315789473684,Torino
288,LYKOGIANNIS,9,1.0,6.166666666666667,0.23684210526315788,Cagliari
289,MAGGIO,10,0.3496029493900505,6.2,0.2631578947368421,Napoli
290,MAGNANELLI,30,0.6939806880614898,5.533333333333333,0.7894736842105263,Sassuolo
291,MAIETTA,7,0.6362090102803518,6.214285714285714,0.18421052631578946,Bologna
292,MANCINI G,9,2.091650066335189,6.0,0.23684210526315788,Atalanta
293,MANDRAGORA,36,1.2417984909249535,5.972222222222222,0.9473684210526315,Crotone
294,MANDZUKIC,32,2.0570860027185653,6.453125,0.8421052631578947,Juventus
295,MANOLAS,29,1.392051680712106,6.293103448275862,0.7631578947368421,Roma
296,MARCHISIO,12,0.596708141439855,6.083333333333333,0.3157894736842105,Juventus
297,MARIO RUI,24,1.4889386843645045,6.229166666666667,0.631578947368421,Napoli
298,MARTELLA,30,0.9965457582448797,6.2,0.7894736842105263,Crotone
299,MARUSIC,31,1.347638316559033,6.370967741935484,0.8157894736842105,Lazio
300,MASIELLO A,31,1.510892351865192,6.629032258064516,0.8157894736842105,Atalanta
301,MASINA,34,0.6906879982115226,5.514705882352941,0.8947368421052632,Bologna
302,MATOS,17,0.6488111299545817,5.529411764705882,0.4473684210526316,Verona
303,MATRI,20,1.6260624057422952,6.225,0.5263157894736842,Sassuolo
304,MATTIELLO,26,0.6275716324421889,5.576923076923077,0.6842105263157895,SPAL
305,MATUIDI,30,1.270916946561604,6.383333333333334,0.7894736842105263,Juventus
306,MAXI LOPEZ,27,1.473652747987945,5.962962962962963,0.7105263157894737,Udinese
307,MAZZITELLI,17,0.6600467897853017,5.676470588235294,0.4473684210526316,Sassuolo
308,MBAYE,24,1.1497873149262072,5.8125,0.631578947368421,Bologna
309,MEDEIROS,10,2.0282723902101734,6.85,0.2631578947368421,Genoa
310,MEGGIORINI,14,0.4746311465493234,5.428571428571429,0.3684210526315789,Chievo
311,MEMUSHAJ,16,0.7180703308172536,5.53125,0.42105263157894735,Benevento
312,MERET,13,2.1076782705877317,5.730769230769231,0.34210526315789475,SPAL
313,MERTENS,38,2.97670543536527,7.723684210526316,1.0,Napoli
314,MIANGUE,11,0.958218043131008,5.7272727272727275,0.2894736842105263,Cagliari
315,MIGLIORE,5,0.758287544405155,5.3,0.13157894736842105,Genoa
316,MIGUEL VELOSO,22,0.9560130956012259,5.840909090909091,0.5789473684210527,Genoa
317,MILENKOVIC,16,0.7274384280931732,5.6875,0.42105263157894735,Fiorentina
318,MILIK,12,2.6752938099761994,7.541666666666667,0.3157894736842105,Napoli
319,MILINKOVIC-SAVIC,35,2.852611953628322,7.628571428571429,0.9210526315789473,Lazio
320,MIRANDA,31,0.5974857716396499,5.903225806451613,0.8157894736842105,Inter
321,MIRANTE,33,1.3293026196263416,4.7272727272727275,0.868421052631579,Bologna
322,MISSIROLI,35,0.8941922790612615,6.042857142857143,0.9210526315789473,Sassuolo
323,MOLINARO,20,0.7340407273943894,5.725,0.5263157894736842,Torino
324,MONTOLIVO,16,1.3102162671355697,5.875,0.42105263157894735,Milan
325,MORA,17,0.6108696789871653,5.676470588235294,0.4473684210526316,SPAL
326,MORETTI,22,0.751981509397798,5.75,0.5789473684210527,Torino
327,MURGIA,13,0.7489308618940976,5.538461538461538,0.34210526315789475,Lazio
328,MURRU,19,0.6141603882180455,5.605263157894737,0.5,Sampdoria
329,MUSACCHIO,14,0.6462061726588639,5.428571428571429,0.3684210526315789,Milan
330,N'KOULOU,37,1.2159784552382513,6.202702702702703,0.9736842105263158,Torino
331,NAGATOMO,11,0.4622081388685877,5.818181818181818,0.2894736842105263,Inter
332,NAGY,12,1.195794398056891,6.041666666666667,0.3157894736842105,Bologna
333,NAINGGOLAN,31,1.8456575015162553,6.838709677419355,0.8157894736842105,Roma
334,NALINI,23,0.8818548543778183,6.130434782608695,0.6052631578947368,Crotone
335,NANI,14,2.1803946613218623,6.821428571428571,0.3684210526315789,Lazio
336,NIANG,24,1.6798841833784903,6.1875,0.631578947368421,Torino
337,NICOLAS,36,2.0464351505476115,4.180555555555555,0.9473684210526315,Verona
338,NUYTINCK,27,0.9906974722292782,6.092592592592593,0.7105263157894737,Udinese
339,OBI,21,1.767093389614439,6.880952380952381,0.5526315789473685,Torino
340,OIKONOMOU,3,1.1547005383792517,4.833333333333333,0.07894736842105263,SPAL
341,OKWONKWO,7,2.6412479013130286,7.357142857142857,0.18421052631578946,Bologna
342,OLIVERA M,7,0.5773502691896257,5.5,0.18421052631578946,Fiorentina
343,OMEONGA,15,0.4551294949163997,5.8,0.39473684210526316,Genoa
344,ORSOLINI,12,0.417423554968361,5.916666666666667,0.3157894736842105,Bologna
345,OUNAS,3,0.5,6.0,0.07894736842105263,Napoli
