,Nome,Mean19,STD19,QuotFin19
93,LULIC,6.07180625506458,1.1669244733674349,15.418446437197652
94,MATRI,5.65225124940295,0.8633602211455874,1.6228667288336984
95,PELLISSIER,5.593915186362805,0.922724211024819,2.354587390614597
96,SCHICK,6.989381011592678,2.078591548037838,18.793507913856388
97,SORRENTINO,5.036216061379229,1.1982161537285998,14.642462996505579
98,D'ALESSANDRO,5.771959271880474,0.5153193614951457,0.5608025836019268
99,GHOULAM,6.375907740176463,1.3110417984028646,11.39371254227673
100,HILJEMARK,5.760136709237541,1.0109654380999669,6.649917268061072
101,MAGNANELLI,5.883426326763183,0.8579935727889901,8.354063334581774
102,MARIO RUI,6.2572720620066535,1.1004798658260884,11.637924401529594
103,MONTOLIVO,5.935883222584905,0.9501040770007941,4.673501123655523
104,PANDEV,6.167059623004007,1.3378880962371567,9.598805471024011
105,TROTTA,5.725892681846139,1.0363906826406715,2.7451169466034635
106,VERDI,7.477763705920938,2.3022225156124554,20.467875099273197
107,VIVIANI,6.3459735478213775,1.3504649724724715,13.194264408678738
108,ACQUAH,5.608350582047616,0.6686624901867264,2.2154823508555896
109,BADELJ,5.611099426693171,0.685655980294091,5.816762447594917
110,BASTA,5.462299398429583,0.36685068659180453,0.8785932624189299
111,BERTOLACCI,6.239833296138964,0.9743368709142164,8.845137723774751
112,DIAWARA,6.32892556209849,1.1126703488889158,11.141003418742926
113,DJURICIC,5.963549038168784,0.9578527239645931,5.5193410324177705
114,FALCINELLI,6.2030446157692385,1.5987608887556035,14.446191113614972
115,HYSAJ,5.893917813380366,0.6467977371789483,12.87697302326613
116,IZZO,6.138071405920807,1.3232182489491657,12.36016545182438
117,KURTIC,5.340710047877468,0.5971837695347547,7.576463022499848
118,MILINKOVIC-SAVIC,6.954243129744022,2.085114035947242,24.599290962087917
119,MILINKOVIC-SAVIC,6.7047799395621315,1.7903645572652704,17.415110074055796
120,PETAGNA,6.0051013539516775,1.1052538422478098,13.35420265955786
121,TONELLI,6.086078246863496,0.9660800980404176,1.5990357872910095
122,ZUKANOVIC,5.516251377933111,0.22009700750064692,0.9357522445923372
123,ASAMOAH,6.190405765144385,0.8081291508353972,11.990003190700586
124,CACCIATORE,5.793753733540593,0.9121588204123176,10.1396959565358
125,DANILO,5.084030337590997,0.1154808169517979,-6.11083342583894
126,FAZIO,5.923255389838052,0.7399891203614225,10.728268152669534
127,HETEMAJ,5.878912309252411,1.075953309346008,11.130616340249215
128,LINETTY,5.665067912981584,0.8182066909776375,7.553685264686509
129,MORETTI,5.550588604306837,0.6355827238814273,4.894507995222529
130,NAGY,5.4527677933662035,0.7174836481927047,0.8898646354330997
131,RIZZO,6.0690188006574814,1.2930118766994998,5.959870078516312
132,RUGANI,6.498940958869423,0.9598006995964165,8.613094123650711
133,STURARO,5.876338574399893,0.452036885166947,2.9528535861703884
134,CAPEZZI,6.207142595396599,1.2086761565861301,10.835878181068603
135,CATALDI,5.6268575370006655,0.665481941000912,-0.2848107616767895
136,D'AMBROSIO,6.055254195372009,0.9264528233713252,8.547767011538173
137,DE PAUL,6.277477383010867,1.4378434724392073,15.58036640980308
138,DE SCIGLIO,6.6008606024039365,1.3667519073663048,12.161705280541968
139,HALLFREDSSON,5.533998588500869,0.7533517877835025,5.818049247562351
140,JANKTO,6.398807896845913,1.566473555859861,16.154352283996342
141,KESSIE',6.536234475297842,1.5140167187824827,19.456099264292725
142,LAZOVIC,5.698610403050056,0.6899165808367512,2.5393597667393215
143,PADOIN,5.31390583031276,0.3350437582112635,1.3303556822263793
144,PELUSO,5.084682222014761,0.31980094309315427,-1.0569508239204266
145,PERICA,6.022652493669316,1.25853868511672,11.487134269327955
146,RADOVANOVIC,5.6678319893212326,0.8212178863003853,10.027174470799308
147,RADU,5.594628751797813,0.6246874055558923,9.597354860686732
148,RADU,5.376348460388657,0.3667816117091669,3.311196583658626
149,RADU,5.766243756804057,0.5570071693075039,9.406550586587143
150,RADU,5.5479634653949015,0.2991013754607785,3.120392309559036
151,ROSSETTINI,5.233086520872449,0.3554871609136709,0.694416760987733
152,SALA,5.35467127234893,0.5826800922436434,1.5531264798165672
153,SENSI,6.023358888155021,1.2736540605596525,9.40277159372533
154,TOLOI,5.767391283432812,0.7241984649772085,11.320803446044682
155,TOMOVIC,5.439684029471554,0.5430871631446058,6.225959850526085
156,VERRE,5.5249587241975915,0.8215540867501562,1.92073993459682
157,ADNAN,5.807252856806889,0.8003397512644377,6.348555094312198
158,BERESZYNSKI,6.114963442092091,1.0446559507845237,12.998953211945217
159,BIRAGHI,5.845610426274811,1.1194051210534948,10.650594309883816
160,CHIRICHES,5.855776500496787,0.46687292793924057,2.714471857566669
161,CONTI,6.771861027908111,1.431605709318544,15.7919176602301
162,CRISTOFORO,5.2277638445714985,0.480452795166948,-1.2796494393422497
163,DE MAIO,5.8871811147992785,1.0537233770836993,10.680805114196929
164,FOFANA,6.172401250879096,1.2255147282083103,10.456588537190964
165,GOBBI,5.2986867509705196,0.5524821017929321,3.8546235027293787
166,GOLDANIGA,5.737443657754479,1.3074142078780648,9.862596334622314
167,GRASSI,6.241432389005614,1.0491442706234206,7.762670646560654
168,HELANDER,6.061816571059925,1.0153640053668147,9.253850362084714
169,HEURTAUX,5.635515361774249,0.7774459039152606,2.351233767462377
170,LAURINI,5.577871047637112,0.7217099417794163,3.4729674725225754
171,LETSCHERT,5.911479598593028,0.8795347754064367,5.345330672346503
172,MAZZITELLI,5.849572876225802,0.8665798446983818,5.626087010440406
173,POLI,5.936549706422681,0.930749763945727,9.650270993317825
174,SALAMON,5.591082487050099,0.7186145436119586,3.3163845324661265
175,SILVESTRE,5.661175372231044,0.7330033214204096,9.649230177527699
176,VALDIFIORI,5.064332850816334,0.197570824324247,-4.9131785114168505
177,ANGELLA,5.230885331338418,0.374918471898973,-6.275002893708522
178,BIRASCHI,6.253854201246642,1.1475462782025987,8.191805064363894
179,CALDARA,6.856693780437683,1.7417787968677356,21.369438621169348
180,CAPUANO,5.645045751605026,0.6584203927080591,2.1880533686284194
181,CECCHERINI,5.392418710226742,0.5467973175711355,1.8440706963920206
182,CEPPITELLI,5.777416557193013,1.0963220547799086,9.515553277293227
183,CIONEK,6.037832320235856,1.2185232416506315,8.495340962804717
184,CRISTANTE,6.631342557953027,1.5748569631131244,17.774702897054244
185,DEIOLA,5.851539282819822,0.9377049078243007,4.642314772222674
186,DESSENA,5.576457132066753,0.6367740781928124,1.4155547354702045
187,FREULER,5.952476000318761,1.0346284264873706,12.008644631117946
188,MBAYE,5.826564113421089,0.9933749665278375,7.593239930935096
189,MOLINARO,5.883562082091624,0.8762879571484707,6.880158036663059
190,MURRU,5.5863340151127066,0.6560560324145661,4.405142976309676
191,OBI,5.8240741293451785,0.8373196450942929,4.3028377602356915
192,REGINI,5.294857639073512,0.3385514922176818,-0.4346757074532559
193,SPINAZZOLA,6.26733964924304,0.9538632648841295,7.984799810249336
194,SPOLLI,5.905608572628389,0.9217099240719397,8.40843817966351
195,STRINIC,5.874871419650005,0.5723218256773269,3.754629376955058
196,ANDREOLLI,5.73165594687664,0.4848486187665972,0.3360952097540962
197,BASTONI,5.826312814933832,0.4938876266470884,1.9456365919114496
198,CRISETIG,5.540413446300933,0.8789218071036521,5.70670181656705
199,GAGLIARDINI,6.317966009913193,1.0405774171476427,12.573670889189989
200,HAN,6.241024752743452,1.128249751894506,7.346730877734435
201,HATEBOER,6.194527868399919,0.7631266367702216,10.876875822296638
202,LIROLA,5.88041350041054,0.8494733876719444,8.801025246136243
203,PISACANE,5.31748338310406,0.5566068444082755,2.8916122285718386
204,PULGAR,5.760722471069297,1.0746357166487317,9.729491707631668
205,SANTON,5.879970656989714,0.9163628667976748,5.5541314315176
206,SKRINIAR,6.703517953414627,1.5926058362202242,18.99140226665251
207,BALIC,5.9021992204455085,0.8001516270600427,2.997355023159785
208,BARELLA,6.276968355630329,1.3535378140289407,15.361671263620776
209,CALABRIA,6.129772396276532,1.1754404970341366,9.876307729170188
210,DELL'ORCO,6.00590902398296,0.9817821636968707,5.923560416497981
211,RAFAEL,4.639718404282217,0.6221199512939329,0.4654856896519992
212,RAFAEL,4.60853550550948,0.5852762664586865,-0.4325369213520164
213,RAFAEL,4.620212582236071,0.6213774159368151,0.6996519910375283
214,RAFAEL,4.589029683463335,0.5845337311015686,-0.19837061996648725
215,RAFAEL,4.767112648334996,0.5345274216428467,-0.19765714094549955
216,RAFAEL,4.73592974956226,0.4976837368076003,-1.0956797519495152
217,RAFAEL,4.747606826288852,0.5337848862857288,0.03650916044002958
218,RAFAEL,4.716423927516115,0.49694120145048243,-0.861513450563986
219,ADJAPONG,5.851748723381691,0.9601293110624352,6.546834777231401
220,CHIESA,7.089852040801148,1.9589087826945024,24.642885590687428
221,DA COSTA,4.890019284479096,0.8146741262179041,1.7787132183823906
222,DEPAOLI,6.195522446644003,1.1670207772230354,11.269840472699224
223,GOLLINI,5.264926129038606,0.5524440653045504,2.4559680522560448
224,LOMBARDI,5.705099553778432,0.5075271242665411,1.317881270517592
225,MURGIA,5.653443834967094,0.5521466395025748,2.0335074068344583
226,SCUFFET,5.028422370474006,1.5277343671494967,10.196910734471283
227,STRAKOSHA,5.70681006865596,1.3331366061646506,20.46337298800434
